rank,title,artist,artist_slug,song_slug,votes,score,versions,formats,lacuerda_url
1770,Mi Salvador,Música Religiosa,musica_religiosa,mi_salvador,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/mi_salvador
1771,More than life,Hillsong United,hillsong_united,more_than_life,4,10.0,1,R,https://acordes.lacuerda.net/hillsong_united/more_than_life
1772,My future decided,Hillsong United,hillsong_united,my_future_decided,4,10.0,1,T,https://acordes.lacuerda.net/hillsong_united/my_future_decided
1773,Por la abundancia,Marco Barrientos,marco_barrientos,por_la_abundancia,4,10.0,1,R,https://acordes.lacuerda.net/marco_barrientos/por_la_abundancia
1774,Quiero platicar Señor contigo,Música Religiosa,musica_religiosa,quiero_platicar_senior_contigo,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/quiero_platicar_senior_contigo
1775,Salmos 100,Música Religiosa,musica_religiosa,salmos_100,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/salmos_100
1776,Salve Regina,Música Religiosa,musica_religiosa,salve_regina,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/salve_regina
1777,Si Conocieras El Don De Dios,Música Religiosa,musica_religiosa,si_conocieras_el_don_de_dios,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/si_conocieras_el_don_de_dios
1778,Si no fuera por él,Música Religiosa,musica_religiosa,si_no_fuera_por_el,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/si_no_fuera_por_el
1779,"Vengan, cantemos al Señor",Marco Barrientos,marco_barrientos,vengan_cantemos_al_senior,4,10.0,1,R,https://acordes.lacuerda.net/marco_barrientos/vengan_cantemos_al_senior
1780,Ya no andes vagando,Música Religiosa,musica_religiosa,ya_no_andes_vagando,4,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/ya_no_andes_vagando
1781,Agua Viva,Tercer Cielo,tercer_cielo,agua_viva,4,9.75,1,R,https://acordes.lacuerda.net/tercer_cielo/agua_viva
1782,Completo Está,La IBI,ibi,completo_esta,4,9.75,1,R,https://acordes.lacuerda.net/ibi/completo_esta
1783,Himno a la Virgen del Pilar,Música Religiosa,musica_religiosa,himno_a_la_virgen_del_pilar,4,9.75,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_la_virgen_del_pilar
1784,Juntos lograremos,Marco Barrientos,marco_barrientos,juntos_lograremos,4,9.75,1,R,https://acordes.lacuerda.net/marco_barrientos/juntos_lograremos
1785,Luz del mundo,Generacion 12,generacion_12,luz_del_mundo,4,9.75,1,R,https://acordes.lacuerda.net/generacion_12/luz_del_mundo
1786,"Pecador, Contempla",Música Religiosa,musica_religiosa,pecador_contempla,4,9.75,1,R,https://acordes.lacuerda.net/musica_religiosa/pecador_contempla
1787,Por que grande es tu amor,Marco Barrientos,marco_barrientos,por_que_grande_es_tu_amor,4,9.75,1,R,https://acordes.lacuerda.net/marco_barrientos/por_que_grande_es_tu_amor
1788,El Amor,Marcos Witt,marcos_witt,el_amor,4,9.56,1,R,https://acordes.lacuerda.net/marcos_witt/el_amor
1789,Dichosa Herida,Música Religiosa,musica_religiosa,dichosa_herida,4,9.5,1,R,https://acordes.lacuerda.net/musica_religiosa/dichosa_herida
1790,El vino que calma nuestra sed,Música Religiosa,musica_religiosa,el_vino_que_calma_nuestra_sed,4,9.5,1,R,https://acordes.lacuerda.net/musica_religiosa/el_vino_que_calma_nuestra_sed
1791,En tu presencia,Marco Barrientos,marco_barrientos,en_tu_presencia,4,9.5,1,R,https://acordes.lacuerda.net/marco_barrientos/en_tu_presencia
1792,Libre Soy,Generacion 12,generacion_12,libre_soy,4,9.5,1,R,https://acordes.lacuerda.net/generacion_12/libre_soy
1793,Os doy un mandato nuevo,Música Religiosa,musica_religiosa,os_doy_un_mandato_nuevo,4,9.5,1,R,https://acordes.lacuerda.net/musica_religiosa/os_doy_un_mandato_nuevo
1794,Que mi vida entera,Música Religiosa,musica_religiosa,que_mi_vida_entera,4,9.5,1,R,https://acordes.lacuerda.net/musica_religiosa/que_mi_vida_entera
1795,Toma mi vida,Música Religiosa,musica_religiosa,toma_mi_vida,4,9.5,1,R,https://acordes.lacuerda.net/musica_religiosa/toma_mi_vida
1796,Tu Bendición,Generacion 12,generacion_12,tu_bendicion,4,9.5,1,R,https://acordes.lacuerda.net/generacion_12/tu_bendicion
1797,Vivo Estoy,Hillsong United,hillsong_united,vivo_estoy,4,9.5,1,R,https://acordes.lacuerda.net/hillsong_united/vivo_estoy
1798,Ya no vivo yo,Generacion 12,generacion_12,ya_no_vivo_yo,4,9.5,1,R,https://acordes.lacuerda.net/generacion_12/ya_no_vivo_yo
1799,"Cristo, Mesías",Generacion 12,generacion_12,cristo_mesias,4,9.25,1,R,https://acordes.lacuerda.net/generacion_12/cristo_mesias
1800,Gloria Gionvyni,Música Religiosa,musica_religiosa,gloria_gionvyni,4,9.25,1,R,https://acordes.lacuerda.net/musica_religiosa/gloria_gionvyni
1801,Llaga,Música Religiosa,musica_religiosa,llaga,4,9.25,1,R,https://acordes.lacuerda.net/musica_religiosa/llaga
1802,Me sanaste con tu bien,Marco Barrientos,marco_barrientos,me_sanaste_con_tu_bien,4,9.25,1,R,https://acordes.lacuerda.net/marco_barrientos/me_sanaste_con_tu_bien
1803,Mi alma canta,Música Religiosa,musica_religiosa,mi_alma_canta,4,9.25,1,R,https://acordes.lacuerda.net/musica_religiosa/mi_alma_canta
1804,Miércoles de ceniza,Música Religiosa,musica_religiosa,miercoles_de_ceniza,4,9.25,1,R,https://acordes.lacuerda.net/musica_religiosa/miercoles_de_ceniza
1805,No Temeré,Marco Barrientos,marco_barrientos,no_temere,4,9.25,1,R,https://acordes.lacuerda.net/marco_barrientos/no_temere
1806,Nos levantaremos,Marco Barrientos,marco_barrientos,nos_levantaremos,4,9.25,1,R,https://acordes.lacuerda.net/marco_barrientos/nos_levantaremos
1807,Quiero llegar,Música Religiosa,musica_religiosa,quiero_llegar,4,9.25,1,R,https://acordes.lacuerda.net/musica_religiosa/quiero_llegar
1808,Ofertorio de amor,Música Religiosa,musica_religiosa,ofertorio_de_amor,4,9.19,1,R,https://acordes.lacuerda.net/musica_religiosa/ofertorio_de_amor
1809,Alabanza y honor,Marcos Witt,marcos_witt,alabanza_y_honor,4,9.0,2,T,https://acordes.lacuerda.net/marcos_witt/alabanza_y_honor
1810,Cuando Amanezca,Música Religiosa,musica_religiosa,cuando_amanezca,4,9.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cuando_amanezca
1811,Puedo confiar en tí,Marco Barrientos,marco_barrientos,puedo_confiar_en_ti,4,9.0,1,R,https://acordes.lacuerda.net/marco_barrientos/puedo_confiar_en_ti
1812,Que alegría es venir,Música Religiosa,musica_religiosa,que_alegria_es_venir,4,9.0,1,R,https://acordes.lacuerda.net/musica_religiosa/que_alegria_es_venir
1813,Queiro decirte una vez más,Marco Barrientos,marco_barrientos,queiro_decirte_una_vez_mas,4,9.0,1,R,https://acordes.lacuerda.net/marco_barrientos/queiro_decirte_una_vez_mas
1814,Quiero que tu seas mi Señor,Música Religiosa,musica_religiosa,quiero_que_tu_seas_mi_senior,4,9.0,1,R,https://acordes.lacuerda.net/musica_religiosa/quiero_que_tu_seas_mi_senior
1815,Santifícame,Para su Gloria,para_su_gloria,santificame,4,9.0,1,R,https://acordes.lacuerda.net/para_su_gloria/santificame
1816,Sedúceme,Música Religiosa,musica_religiosa,seduceme,4,9.0,1,R,https://acordes.lacuerda.net/musica_religiosa/seduceme
1817,Seguro Estoy,Generacion 12,generacion_12,seguro_estoy,4,9.0,1,R,https://acordes.lacuerda.net/generacion_12/seguro_estoy
1818,Sólo en ti,Marco Barrientos,marco_barrientos,solo_en_ti,4,9.0,1,R,https://acordes.lacuerda.net/marco_barrientos/solo_en_ti
1819,Testifico,Barak,barak,testifico,4,9.0,1,R,https://acordes.lacuerda.net/barak/testifico
1820,Tú mi existir,Alex Campos,alex_campos,tu_mi_existir,4,9.0,1,R,https://acordes.lacuerda.net/alex_campos/tu_mi_existir
1821,A Jehová cantaré en mi vida,Música Religiosa,musica_religiosa,a_jehova_cantare_en_mi_vida,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/a_jehova_cantare_en_mi_vida
1822,Buscad Primero,Música Religiosa,musica_religiosa,buscad_primero,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/buscad_primero
1823,Cuando el pueblo ora,Música Religiosa,musica_religiosa,cuando_el_pueblo_ora,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/cuando_el_pueblo_ora
1824,Himno a la Virgen de Coromoto,Música Religiosa,musica_religiosa,himno_a_la_virgen_de_coromoto,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_la_virgen_de_coromoto
1825,Medley,Música Religiosa,musica_religiosa,medley,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/medley
1826,Para ti oh Jehová,Música Religiosa,musica_religiosa,para_ti_oh_jehova,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/para_ti_oh_jehova
1827,Poderoso Dios,Para su Gloria,para_su_gloria,poderoso_dios,4,8.75,1,R,https://acordes.lacuerda.net/para_su_gloria/poderoso_dios
1828,Ven Salvador,Música Religiosa,musica_religiosa,ven_salvador,4,8.75,1,R,https://acordes.lacuerda.net/musica_religiosa/ven_salvador
1829,Vino Nuevo,Hillsong United,hillsong_united,vino_nuevo,4,8.75,1,R,https://acordes.lacuerda.net/hillsong_united/vino_nuevo
1830,Asombro,Hillsong United,hillsong_united,asombro,4,8.5,1,R,https://acordes.lacuerda.net/hillsong_united/asombro
1831,En tus manos,Música Religiosa,musica_religiosa,en_tus_manos,4,8.5,1,R,https://acordes.lacuerda.net/musica_religiosa/en_tus_manos
1832,Me Haz Librado De La Muerte,Música Religiosa,musica_religiosa,me_haz_librado_de_la_muerte,4,8.5,1,R,https://acordes.lacuerda.net/musica_religiosa/me_haz_librado_de_la_muerte
1833,Venimos ante tí,Marco Barrientos,marco_barrientos,venimos_ante_ti,4,8.5,1,R,https://acordes.lacuerda.net/marco_barrientos/venimos_ante_ti
1834,Santo cielo y tierra,Música Religiosa,musica_religiosa,santo_cielo_y_tierra,4,8.44,1,R,https://acordes.lacuerda.net/musica_religiosa/santo_cielo_y_tierra
1835,Más que vencedor,Danilo Montero,danilo_montero,mas_que_vencedor,4,8.33,2,R,https://acordes.lacuerda.net/danilo_montero/mas_que_vencedor
1836,Es por fé,Generacion 12,generacion_12,es_por_fe,4,8.25,2,R,https://acordes.lacuerda.net/generacion_12/es_por_fe
1837,Antes de conocerte,Música Religiosa,musica_religiosa,antes_de_conocerte,4,8.25,1,R,https://acordes.lacuerda.net/musica_religiosa/antes_de_conocerte
1838,Castillo Fuerte,La IBI,ibi,castillo_fuerte,4,8.25,1,R,https://acordes.lacuerda.net/ibi/castillo_fuerte
1839,Grande es el amor de Dios,Marcos Witt,marcos_witt,grande_es_el_amor_de_dios,4,8.25,1,R,https://acordes.lacuerda.net/marcos_witt/grande_es_el_amor_de_dios
1840,Nadie pudo amarme como Cristo,Marcos Witt,marcos_witt,nadie_pudo_amarme_como_cristo,4,8.25,1,R,https://acordes.lacuerda.net/marcos_witt/nadie_pudo_amarme_como_cristo
1841,Un niño se te acercó,Música Religiosa,musica_religiosa,un_ninio_se_te_acerco,4,8.25,1,R,https://acordes.lacuerda.net/musica_religiosa/un_ninio_se_te_acerco
1842,Vino y pan en oblación,Música Religiosa,musica_religiosa,vino_y_pan_en_oblacion,4,8.25,1,R,https://acordes.lacuerda.net/musica_religiosa/vino_y_pan_en_oblacion
1843,With all I am,Hillsong United,hillsong_united,with_all_i_am,4,8.25,1,R,https://acordes.lacuerda.net/hillsong_united/with_all_i_am
1844,Eres lo más bello,Música Religiosa,musica_religiosa,eres_lo_mas_bello,4,8.06,1,R,https://acordes.lacuerda.net/musica_religiosa/eres_lo_mas_bello
1845,Porque eres Dios,Hillsong United,hillsong_united,porque_eres_dios,4,8.0,1,R,https://acordes.lacuerda.net/hillsong_united/porque_eres_dios
1846,Consolador,Marcela Gandara,marcela_gandara,consolador,4,7.75,1,R,https://acordes.lacuerda.net/marcela_gandara/consolador
1847,"Cristo, nombre glorioso",Música Religiosa,musica_religiosa,cristo_nombre_glorioso,4,7.75,1,R,https://acordes.lacuerda.net/musica_religiosa/cristo_nombre_glorioso
1848,El Dios que adoramos,La IBI,ibi,el_dios_que_adoramos,4,7.75,1,R,https://acordes.lacuerda.net/ibi/el_dios_que_adoramos
1849,Espíritu Santo y fuego,Marco Barrientos,marco_barrientos,espiritu_santo_y_fuego,4,7.75,1,R,https://acordes.lacuerda.net/marco_barrientos/espiritu_santo_y_fuego
1850,Este es el día,Música Religiosa,musica_religiosa,este_es_el_dia,4,7.75,1,R,https://acordes.lacuerda.net/musica_religiosa/este_es_el_dia
1851,Hey! vengan todos,Marcos Witt,marcos_witt,hey_vengan_todos,4,7.75,1,R,https://acordes.lacuerda.net/marcos_witt/hey_vengan_todos
1852,Himno a la virgen María,Música Religiosa,musica_religiosa,himno_a_la_virgen_maria,4,7.75,1,R,https://acordes.lacuerda.net/musica_religiosa/himno_a_la_virgen_maria
1853,La casa de Dios,La IBI,ibi,la_casa_de_dios,4,7.75,1,R,https://acordes.lacuerda.net/ibi/la_casa_de_dios
1854,Mas de tí,Marco Barrientos,marco_barrientos,mas_de_ti,4,7.75,1,R,https://acordes.lacuerda.net/marco_barrientos/mas_de_ti
1855,Nunca me avergonzaré,Generacion 12,generacion_12,nunca_me_avergonzare,4,7.75,1,R,https://acordes.lacuerda.net/generacion_12/nunca_me_avergonzare
1856,Relentless,Hillsong United,hillsong_united,relentless,4,7.75,1,R,https://acordes.lacuerda.net/hillsong_united/relentless
1857,Resucito,Marcos Witt,marcos_witt,resucito,4,7.75,1,R,https://acordes.lacuerda.net/marcos_witt/resucito
1858,Salmos 23,Danilo Montero,danilo_montero,salmos_23,4,7.75,1,R,https://acordes.lacuerda.net/danilo_montero/salmos_23
1859,Te miro a tí,Hillsong United,hillsong_united,te_miro_a_ti,4,7.75,1,R,https://acordes.lacuerda.net/hillsong_united/te_miro_a_ti
1860,Tus Caminos,Generacion 12,generacion_12,tus_caminos,4,7.75,1,R,https://acordes.lacuerda.net/generacion_12/tus_caminos
1861,Vive,Música Religiosa,musica_religiosa,vive,4,7.75,1,B,https://acordes.lacuerda.net/musica_religiosa/vive
1862,Vivir el cielo,Alex Campos,alex_campos,vivir_el_cielo,4,7.75,1,R,https://acordes.lacuerda.net/alex_campos/vivir_el_cielo
1863,You,Hillsong United,hillsong_united,you,4,7.75,1,T,https://acordes.lacuerda.net/hillsong_united/you
1864,Paz Hermano Paz,Música Religiosa,musica_religiosa,paz_hermano_paz,4,7.69,1,R,https://acordes.lacuerda.net/musica_religiosa/paz_hermano_paz
1865,Eres mi todo,Música Religiosa,musica_religiosa,eres_mi_todo,4,7.5,1,R,https://acordes.lacuerda.net/musica_religiosa/eres_mi_todo
1866,Este es día que hizo el Señor,Música Religiosa,musica_religiosa,este_es_dia_que_hizo_el_senior,4,7.5,1,R,https://acordes.lacuerda.net/musica_religiosa/este_es_dia_que_hizo_el_senior
1867,La Tierra,Hillsong United,hillsong_united,la_tierra,4,7.5,1,T,https://acordes.lacuerda.net/hillsong_united/la_tierra
1868,Tu eres el rey,Alex Campos,alex_campos,tu_eres_el_rey,4,7.5,1,R,https://acordes.lacuerda.net/alex_campos/tu_eres_el_rey
1869,Cada Vez Que Pienso En Ti,Música Religiosa,musica_religiosa,cada_vez_que_pienso_en_ti,4,7.44,1,R,https://acordes.lacuerda.net/musica_religiosa/cada_vez_que_pienso_en_ti
1870,Canta aleluya,Música Religiosa,musica_religiosa,canta_aleluya,4,7.44,1,R,https://acordes.lacuerda.net/musica_religiosa/canta_aleluya
1871,Amigo Jesus,Música Religiosa,musica_religiosa,amigo_jesus,4,7.25,1,R,https://acordes.lacuerda.net/musica_religiosa/amigo_jesus
1872,Cristo Volverá,Para su Gloria,para_su_gloria,cristo_volvera,4,7.25,1,R,https://acordes.lacuerda.net/para_su_gloria/cristo_volvera
1873,"De rodillas, Señor, de rodillas",Música Religiosa,musica_religiosa,de_rodillas_senior_de_rodillas,4,7.25,1,R,https://acordes.lacuerda.net/musica_religiosa/de_rodillas_senior_de_rodillas
1874,Humildes Gracias,Música Religiosa,musica_religiosa,humildes_gracias,4,7.25,1,R,https://acordes.lacuerda.net/musica_religiosa/humildes_gracias
1875,Libertador de Nazareth,Música Religiosa,musica_religiosa,libertador_de_nazareth,4,7.25,1,R,https://acordes.lacuerda.net/musica_religiosa/libertador_de_nazareth
1876,Rosas de sangre,Música Religiosa,musica_religiosa,rosas_de_sangre,4,7.25,1,R,https://acordes.lacuerda.net/musica_religiosa/rosas_de_sangre
1877,Cordero de Dios (cumbia),Música Religiosa,musica_religiosa,cordero_de_dios_cumbia,4,7.0,1,R,https://acordes.lacuerda.net/musica_religiosa/cordero_de_dios_cumbia
1878,Dame más sabiduría,Marcos Witt,marcos_witt,dame_mas_sabiduria,4,7.0,1,R,https://acordes.lacuerda.net/marcos_witt/dame_mas_sabiduria
1879,El pueblo de Dios,Música Religiosa,musica_religiosa,el_pueblo_de_dios,4,7.0,1,R,https://acordes.lacuerda.net/musica_religiosa/el_pueblo_de_dios
1880,God he reings,Hillsong United,hillsong_united,god_he_reings,4,7.0,1,R,https://acordes.lacuerda.net/hillsong_united/god_he_reings
1881,Has cambiado mi lamento,Marcos Witt,marcos_witt,has_cambiado_mi_lamento,4,7.0,1,R,https://acordes.lacuerda.net/marcos_witt/has_cambiado_mi_lamento
1882,Hay una rosa en mi jardín,Música Religiosa,musica_religiosa,hay_una_rosa_en_mi_jardin,4,6.75,1,R,https://acordes.lacuerda.net/musica_religiosa/hay_una_rosa_en_mi_jardin
1883,Te Exaltamos,Hillsong United,hillsong_united,te_exaltamos,4,6.75,1,R,https://acordes.lacuerda.net/hillsong_united/te_exaltamos
1884,Te Necesito,Marco Barrientos,marco_barrientos,te_necesito,4,6.75,1,R,https://acordes.lacuerda.net/marco_barrientos/te_necesito
1885,Promesas no fallarán,Bethel Music,bethel_music,promesas_no_fallaran,4,6.5,1,R,https://acordes.lacuerda.net/bethel_music/promesas_no_fallaran
1886,Extravagante,Bethel Music,bethel_music,extravagante,4,6.25,1,R,https://acordes.lacuerda.net/bethel_music/extravagante
1887,Venimos hoy a tu altar,Música Religiosa,musica_religiosa,venimos_hoy_a_tu_altar,4,6.0,1,R,https://acordes.lacuerda.net/musica_religiosa/venimos_hoy_a_tu_altar
1888,Alabemos al Santísimo,Música Religiosa,musica_religiosa,alabemos_al_santisimo,4,5.5,1,R,https://acordes.lacuerda.net/musica_religiosa/alabemos_al_santisimo
1889,Aleluya ha nacido el salvador,Música Religiosa,musica_religiosa,aleluya_ha_nacido_el_salvador,4,5.5,1,R,https://acordes.lacuerda.net/musica_religiosa/aleluya_ha_nacido_el_salvador
1890,Despertar,Hillsong United,hillsong_united,despertar,4,5.25,1,R,https://acordes.lacuerda.net/hillsong_united/despertar
1891,"En los montes, en los valles",Marcos Witt,marcos_witt,en_los_montes_en_los_valles,4,5.0,1,R,https://acordes.lacuerda.net/marcos_witt/en_los_montes_en_los_valles
1892,Suenen dulces himnos,Marcos Witt,marcos_witt,suenen_dulces_himnos,4,5.0,1,R,https://acordes.lacuerda.net/marcos_witt/suenen_dulces_himnos
1893,Yo tengo un barco,Música Religiosa,musica_religiosa,yo_tengo_un_barco,4,4.75,1,R,https://acordes.lacuerda.net/musica_religiosa/yo_tengo_un_barco
1894,Madre del silencio,Música Religiosa,musica_religiosa,madre_del_silencio,4,4.25,1,R,https://acordes.lacuerda.net/musica_religiosa/madre_del_silencio
1895,Atrios,Música Religiosa,musica_religiosa,atrios,4,3.75,1,R,https://acordes.lacuerda.net/musica_religiosa/atrios
1896,Bajo tus alas,Tercer Cielo,tercer_cielo,bajo_tus_alas,3,10.0,2,R,https://acordes.lacuerda.net/tercer_cielo/bajo_tus_alas
1897,Cantaré,Generacion 12,generacion_12,cantare,3,10.0,2,"T,R",https://acordes.lacuerda.net/generacion_12/cantare
1898,Gloria a Dios en las alturas,Generacion 12,generacion_12,gloria_a_dios_en_las_alturas,3,10.0,2,R,https://acordes.lacuerda.net/generacion_12/gloria_a_dios_en_las_alturas
1899,Que tu gozo venga,Generacion 12,generacion_12,que_tu_gozo_venga,3,10.0,2,"R,T",https://acordes.lacuerda.net/generacion_12/que_tu_gozo_venga
1900,Siento tu dulce presencia,Danilo Montero,danilo_montero,siento_tu_dulce_presencia,3,10.0,2,R,https://acordes.lacuerda.net/danilo_montero/siento_tu_dulce_presencia
1901,All I do,Hillsong United,hillsong_united,all_i_do,3,10.0,1,R,https://acordes.lacuerda.net/hillsong_united/all_i_do
1902,Altísimo,Hillsong United,hillsong_united,altisimo,3,10.0,1,R,https://acordes.lacuerda.net/hillsong_united/altisimo
1903,Always Will,Hillsong United,hillsong_united,always_will,3,10.0,1,R,https://acordes.lacuerda.net/hillsong_united/always_will
1904,Amor,Música Religiosa,musica_religiosa,amor,3,10.0,1,R,https://acordes.lacuerda.net/musica_religiosa/amor
1905,Arms open wide,Hillsong United,hillsong_united,arms_open_wide,3,10.0,1,R,https://acordes.lacuerda.net/hillsong_united/arms_open_wide
1906,Asombroso,Marco Barrientos,marco_barrientos,asombroso,3,10.0,1,R,https://acordes.lacuerda.net/marco_barrientos/asombroso
